sp_id	stcotrbg	race	hh_income	latitude	longitude	elevation
11044696	420659501002	1	26150	41.2447953	-78.7849246	154.885404
11044697	420659501002	1	52300	41.2450994	-78.7844269	164.683276
11044698	420659501002	1	27130	41.2416868	-78.7868272	195.755141
11044699	420659501002	1	15000	41.2413452	-78.7867182	212.408623
11044700	420659501002	1	65800	41.2451904	-78.7842491	156.268586
11044701	420659501002	1	42000	41.2452851	-78.7844482	152.302277
11044702	420659501002	1	57000	41.2447669	-78.7844609	204.871532
11044703	420659501002	1	62000	41.2480107	-78.8051192	152.776782
11044704	420659501002	1	50000	41.2474320	-78.7948193	168.246470
11044705	420659501002	1	24000	41.2452157	-78.7844924	170.861014
11044706	420659501002	1	18200	41.2474735	-78.7945954	230.179438
11044707	420659501002	1	88000	41.2479511	-78.8051281	206.814013
11044708	420659501002	1	30480	41.2479553	-78.8040941	184.714916
11044709	420659501002	1	42800	41.2481000	-78.8049801	171.121895
11044710	420659501002	1	12500	41.2472858	-78.8012429	140.572560
11044711	420659501002	1	24500	41.2470887	-78.7943295	169.212636
11044712	420659501002	1	75800	41.2433382	-78.7807325	142.886680
11044713	420659501002	9	37300	41.2446662	-78.7811554	183.907163
11044714	420659501002	1	75000	41.2448753	-78.7810590	177.307114
11044715	420659501002	1	54000	41.2443772	-78.7813937	206.886142
11044716	420659501002	1	31300	41.2441729	-78.7813136	176.508801
11044717	420659501002	1	90500	41.2450440	-78.7812272	179.155629
11044718	420659501002	1	30300	41.2437352	-78.7816947	174.721479
11044719	420659501002	1	62500	41.2447142	-78.7839241	152.999530
11044720	420659501002	1	27400	41.2449652	-78.7829422	146.916186
11044721	420659501002	1	15300	41.2439343	-78.7816132	169.323879
11044722	420659501002	1	18000	41.2439118	-78.7810461	186.234105
11044723	420659501002	1	46500	41.2448547	-78.7832929	147.677212
11044724	420659501002	1	87500	41.2445854	-78.7836029	175.623345
11044725	420659501002	1	32140	41.2449921	-78.7836217	168.192984
11044726	420659501002	1	64000	41.2477581	-78.8011838	155.914261
11044727	420659501002	1	55000	41.2457610	-78.7971417	213.669112
11044728	420659501002	1	63550	41.2471129	-78.7936268	148.307357
11044729	420659501002	1	50310	41.2473490	-78.7940820	160.834232
11044730	420659501002	1	51300	41.2472168	-78.7932651	160.808440
11044731	420659501002	1	57000	41.2459649	-78.7967874	229.534691
11044732	420659501002	1	20000	41.2477391	-78.7942908	169.792375
11044733	420659501002	1	17100	41.2455732	-78.7969803	223.213651
11044734	420659501002	1	26000	41.2475205	-78.7916333	183.985531
11044735	420659501002	1	54500	41.2486175	-78.8015164	167.356658
11044736	420659501002	1	12100	41.2455816	-78.7964180	172.431310
11044737	420659501002	1	57900	41.2456267	-78.7961050	144.614145
11044738	420659501002	1	89100	41.2483232	-78.8017223	159.586875
11044739	420659501002	1	15100	41.2481890	-78.8016558	165.158587
11044740	420659501002	1	60200	41.2480845	-78.8017227	171.523517
11044741	420659501002	1	20400	41.2467552	-78.7909549	177.983676
11044742	420659501002	9	9200	41.2474869	-78.7923006	156.162690
11044743	420659501002	1	32800	41.2465611	-78.7914913	188.351641
11044744	420659501002	1	13500	41.2470661	-78.7910638	177.528902
11044745	420659501002	9	20600	41.2472309	-78.7915441	141.536994
11044746	420659501002	9	20600	41.2433053	-78.8053631	173.628430
11044747	420659501002	1	22900	41.2475705	-78.7930618	169.298219
11044748	420659501002	1	47000	41.2435701	-78.8053459	183.092248
11044749	420659501002	1	88200	41.2433619	-78.8053631	171.334823
11044750	420659501002	1	47500	41.2471359	-78.7931980	184.464255
11044751	420659501002	1	48000	41.2455346	-78.7874037	182.101703
11044752	420659501002	1	58000	41.2479924	-78.7991370	179.846714
11044753	420659501002	1	17490	41.2479996	-78.8024454	172.913544
11044754	420659501002	1	22900	41.2478600	-78.8016883	191.871192
11044755	420659501002	1	50000	41.2475112	-78.7964926	149.433353
11044756	420659501002	1	19400	41.2478272	-78.7960907	176.887710
11044757	420659501002	1	54700	41.2463021	-78.7919120	183.275837
11044758	420659501002	1	33900	41.2477885	-78.8035283	183.292215
11044759	420659501002	1	23200	41.2461926	-78.7911065	165.797868
11044760	420659501002	1	17000	41.2481180	-78.8034483	170.272474
11044761	420659501002	1	11600	41.2477327	-78.7925669	200.200996
11044762	420659501002	1	15300	41.2479316	-78.7926915	164.398119
11044763	420659501002	1	8900	41.2473159	-78.8018993	143.274906
11044764	420659501002	1	60000	41.2477361	-78.8023563	159.348078
11044765	420659501002	1	76000	41.2461512	-78.7919090	203.344557
11044766	420659501002	1	10800	41.2461570	-78.7914481	170.401474
11044767	420659501002	9	20600	41.2478997	-78.8036198	177.558287
11044768	420659501002	1	52000	41.2475392	-78.8037493	172.496269
11044769	420659501002	1	16020	41.2482987	-78.7992356	151.521688
11044770	420659501002	1	17400	41.2455739	-78.7889739	169.995681
11044771	420659501002	1	40100	41.2438257	-78.7825721	179.710270
11044772	420659501002	1	42100	41.2430003	-78.7904549	169.491560
11044773	420659501002	1	13000	41.2479000	-78.7997732	147.848890
11044774	420659501002	1	17100	41.2423878	-78.7967490	149.343543
11044775	420659501002	1	96200	41.2431002	-78.7893643	139.617035
11044776	420659501002	1	15100	41.2430027	-78.7895096	162.105193
11044777	420659501002	1	72000	41.2447313	-78.7968491	180.654916
11044778	420659501002	1	30600	41.2422169	-78.7966929	159.590895
11044779	420659501002	1	16000	41.2424030	-78.7966491	168.471652
11044780	420659501002	1	8400	41.2461333	-78.8046447	187.010714
11044781	420659501002	1	18000	41.2487359	-78.7985557	187.444773
11044782	420659501002	1	33000	41.2453350	-78.7971833	187.161407
11044783	420659501002	1	20900	41.2452244	-78.7967361	154.389137
11044784	420659501002	1	23000	41.2463344	-78.8047669	161.257211
11044785	420659501002	1	85000	41.2488733	-78.7983042	271.987529
11044786	420659501002	1	31200	41.2458805	-78.8047516	139.017807
11044787	420659501002	1	12800	41.2428948	-78.7884548	176.737020
11044788	420659501002	1	82000	41.2458072	-78.7878940	183.837156
11044789	420659501002	1	61400	41.2460238	-78.7891337	172.284755
11044790	420659501002	1	20800	41.2429830	-78.7893672	153.737746
11044791	420659501002	1	16300	41.2458716	-78.7875334	142.997229
11044792	420659501002	1	13600	41.2442685	-78.7817818	170.844259
11044793	420659501002	1	21120	41.2454325	-78.7878038	168.145278
11044794	420659501002	1	13800	41.2436303	-78.7826037	149.449755
11044795	420659501002	1	96000	41.2451556	-78.7806785	187.001376
11044796	420659501002	1	5060	41.2448727	-78.7792397	179.107398
11044797	420659501002	1	34000	41.2454625	-78.7801957	182.224367
11044798	420659502001	1	99340	41.2195004	-78.7108396	183.528391
11044799	420659502001	1	46400	41.2603288	-78.7407801	167.222259
11044800	420659502001	1	60000	41.2463221	-78.7446065	151.633766
11044801	420659502001	1	9000	41.2358592	-78.7844869	182.671579
11044802	420659502001	1	63800	41.2385538	-78.7956086	225.794172
11044803	420659502001	1	40200	41.2184254	-78.7768695	172.626523
11044804	420659502001	1	28700	41.2255408	-78.7391584	138.675636
11044805	420659502001	1	39000	41.2450008	-78.7771843	201.297442
11044806	420659502001	1	54600	41.2406338	-78.7951875	141.610103
11044807	420659502001	1	21600	41.2258041	-78.7395209	186.544520
11044808	420659502001	1	82000	41.2353850	-78.7838776	181.121630
11044809	420659502001	1	48000	41.2349887	-78.7834588	151.055705
11044810	420659502001	1	105100	41.2352685	-78.7833971	204.598313
11044811	420659502001	1	29000	41.2350530	-78.7834284	139.252210
11044812	420659502001	1	18000	41.2346354	-78.7831745	178.327465
11044813	420659502001	1	8400	41.2349215	-78.7836275	200.415138
11044814	420659502001	1	29800	41.2181302	-78.7762212	194.009252
11044815	420659502001	1	79700	41.2491382	-78.7561627	196.926168
11044816	420659502001	1	27700	41.2256251	-78.7392050	212.711226
11044817	420659502001	1	61500	41.2249263	-78.7394413	145.552661
11044818	420659502001	1	96200	41.2257326	-78.7393523	159.643850
11044819	420659502001	1	28520	41.2490445	-78.7564209	151.735108
11044820	420659502001	1	30700	41.2253488	-78.7390060	178.168897
11044821	420659502001	1	15000	41.2494568	-78.7563259	165.435484
11044822	420659502001	1	58100	41.2185344	-78.7765309	151.834246
11044823	420659502001	1	42500	41.2407258	-78.7870711	168.112089
11044824	420659502001	3	43700	41.2498628	-78.7563427	145.473197
11044825	420659502001	1	9000	41.2491725	-78.7563409	207.780217
11044826	420659502001	1	53200	41.2411872	-78.7871429	143.013321
11044827	420659502001	1	61300	41.2404056	-78.7863411	142.843000
11044828	420659502001	1	58700	41.2409999	-78.7867862	196.225206
11044829	420659502001	1	175200	41.2357104	-78.7832720	155.547456
11044830	420659502001	1	62000	41.2209990	-78.7409208	177.817964
11044831	420659502001	1	87900	41.2632974	-78.7426946	150.641335
11044832	420659502001	1	57000	41.2548249	-78.7394768	140.065423
11044833	420659502001	1	14010	41.2187252	-78.7769396	134.690146
11044834	420659502001	1	27000	41.2545553	-78.7398166	142.113290
11044835	420659502001	1	53680	41.2629105	-78.7426650	136.280561
11044836	420659502001	1	104000	41.2541477	-78.7399498	137.786543
11044837	420659502001	1	69360	41.2547643	-78.7394392	134.829585
11044838	420659502001	1	21700	41.2206902	-78.7407088	143.486366
11044839	420659502001	1	12500	41.2377253	-78.7403990	140.912583
11044840	420659502001	1	39700	41.2632898	-78.7423834	135.732803
11044841	420659502001	1	46150	41.2630301	-78.7416383	134.011534
11044842	420659502001	1	32000	41.2368540	-78.7402564	144.385315
11044843	420659502001	1	43700	41.2373205	-78.7397868	139.130120
11044844	420659502001	1	60230	41.2375571	-78.7398368	138.678939
11044845	420659502001	1	104000	41.2362939	-78.7836301	139.236087
11044846	420659502001	1	206800	41.2513224	-78.7391040	138.130157
11044847	420659502001	1	9400	41.2266991	-78.7403346	140.459221
11044848	420659502001	1	35800	41.2206299	-78.7405698	138.405425
11044849	420659502001	1	16100	41.2211212	-78.7409032	137.607272
11044850	420659502001	1	9200	41.2266566	-78.7403667	141.331596
11044851	420659502001	1	52900	41.2265598	-78.7401596	138.047851
11044852	420659502001	1	101900	41.2263950	-78.7400631	145.977581
11044853	420659502001	1	91594	41.2356433	-78.7828016	143.313865
11044854	420659502001	1	32500	41.2261677	-78.7807020	141.717118
11044855	420659502001	1	39700	41.2514659	-78.7393561	119.760896
11044856	420659502001	1	433000	41.2265138	-78.7809017	136.976291
11044857	420659502001	1	48004	41.2355430	-78.7827261	118.701243
11044858	420659502001	1	122000	41.2265891	-78.7807043	121.517346
11044859	420659502001	1	85000	41.2263429	-78.7806655	154.022646
11044860	420659502001	1	187600	41.2570797	-78.7394382	154.289472
11044861	420659502001	1	62000	41.2439010	-78.7772262	137.532819
11044862	420659502001	1	80000	41.2196274	-78.7749389	135.469542
11044863	420659502001	1	142000	41.2461013	-78.7784975	126.820167
11044864	420659502001	3	43700	41.2371401	-78.7831220	122.603587
11044865	420659502001	1	26950	41.2448352	-78.7776336	123.726612
11044866	420659502001	1	44700	41.2454160	-78.7774278	136.649328
11044867	420659502001	1	80000	41.2460220	-78.7785426	125.497220
11044868	420659502001	1	890	41.2364149	-78.7834886	135.515360
11044869	420659502001	1	69100	41.2371458	-78.7831519	137.803574
11044870	420659502001	1	6400	41.2228812	-78.7404228	134.678667
11044871	420659502001	1	41100	41.2295717	-78.7379649	133.998957
11044872	420659502001	1	34380	41.2462134	-78.7776256	133.959547
11044873	420659502001	1	3900	41.2292939	-78.7377896	133.670886
11044874	420659502001	1	14400	41.2226650	-78.7404612	135.564879
11044875	420659502001	1	35500	41.2297737	-78.7385217	134.778500
11044876	420659502001	1	76300	41.2228037	-78.7396877	145.978944
11044877	420659502001	1	74600	41.2438085	-78.7773344	137.512475
11044878	420659502001	1	69900	41.2695034	-78.7662190	145.860386
11044879	420659502001	1	61300	41.2437500	-78.7760051	143.732732
11044880	420659502001	1	57500	41.2189327	-78.7748684	147.150209
11044881	420659502001	1	9000	41.2188225	-78.7747112	141.085011
11044882	420659502001	9	20600	41.2459052	-78.7764945	139.664914
11044883	420659502001	1	85000	41.2441359	-78.7758120	145.940455
11044884	420659502001	1	46500	41.2457997	-78.7774515	131.982841
11044885	420659502001	1	33728	41.2488798	-78.7437128	123.307823
11044886	420659502001	1	14600	41.2409075	-78.7840352	123.665689
11044887	420659502001	1	25000	41.2700473	-78.7663425	146.328515
11044888	420659502001	1	35800	41.2402419	-78.7849526	132.262697
11044889	420659502001	1	35600	41.2488131	-78.7433007	144.304739
11044890	420659502001	1	107100	41.2290313	-78.7390862	143.450650
11044891	420659502001	1	323500	41.2292272	-78.7400842	146.485187
11044892	420659502001	1	12200	41.2590211	-78.7392717	137.115519
11044893	420659502001	1	59900	41.2470908	-78.7531519	122.143252
11044894	420659502001	1	13430	41.2198488	-78.7764103	148.345207
11044895	420659502001	1	14300	41.2390720	-78.7843506	147.282780
11044896	420659502001	1	323500	41.2493506	-78.7581653	145.046437
11044897	420659502001	1	115800	41.2499859	-78.7571545	148.964364
11044898	420659502001	1	58000	41.2339150	-78.7832901	145.008168
11044899	420659502001	1	28000	41.2383415	-78.7844152	154.654801
11044900	420659502001	1	64004	41.2342518	-78.7836932	150.187459
11044901	420659502001	1	55300	41.2297359	-78.7823747	150.213519
11044902	420659502001	1	44100	41.2398768	-78.7857587	148.664031
11044903	420659502001	1	32500	41.2197789	-78.7767266	151.736986
11044904	420659502001	1	15000	41.2396859	-78.7861333	151.661638
11044905	420659502001	1	29000	41.2296707	-78.7816556	169.566459
11044906	420659502001	1	82100	41.2262885	-78.7795549	135.747965
11044907	420659502001	1	85000	41.2261654	-78.7794416	147.569849
11044908	420659502001	1	8900	41.2467192	-78.7521338	165.189699
11044909	420659502001	1	136000	41.2367389	-78.7840197	127.906058
11044910	420659502001	1	24700	41.2439542	-78.7756649	167.631952
11044911	420659502001	1	107000	41.2473765	-78.7528980	132.457086
11044912	420659502001	1	14000	41.2442749	-78.7754222	147.903484
11044913	420659502001	1	46600	41.2372283	-78.7838124	150.482244
11044914	420659502001	1	65900	41.2207646	-78.7770004	135.459489
11044915	420659502001	1	28800	41.2207633	-78.7766341	142.882206
11044916	420659502001	1	60300	41.2474481	-78.7521697	149.550341
11044917	420659502001	1	30300	41.2478416	-78.7436847	136.551136
11044918	420659502001	1	21000	41.2319668	-78.7829800	144.231140
11044919	420659502001	1	87500	41.2324038	-78.7822575	137.400900
11044920	420659502001	1	50000	41.2205878	-78.7534452	144.633185
11044921	420659502001	8	3800	41.2474035	-78.7434753	134.156091
11044922	420659502001	1	8970	41.2211144	-78.7544174	137.011034
11044923	420659502001	1	26900	41.2375407	-78.7958560	130.735993
11044924	420659502001	1	34000	41.2612438	-78.7402739	139.578762
11044925	420659502001	1	48670	41.2333673	-78.7819727	130.487420
11044926	420659502001	1	40200	41.2488736	-78.7421646	135.957842
11044927	420659502001	1	28200	41.2456903	-78.7443176	163.483148
11044928	420659502001	1	56000	41.2454797	-78.7444637	144.311684
11044929	420659502001	1	32800	41.2490285	-78.7573846	130.362727
11044930	420659502001	1	7800	41.2252933	-78.7802785	157.092951
11044931	420659502001	1	67800	41.2496241	-78.7410356	142.552567
11044932	420659502001	1	100500	41.2620145	-78.7415881	129.583863
11044933	420659502001	1	80487	41.2485042	-78.7587699	132.493519
11044934	420659502001	1	50200	41.2476581	-78.7631144	170.572046
11044935	420659502001	1	43600	41.2555056	-78.7388159	161.789407
11044936	420659502001	1	36500	41.2585854	-78.7401564	154.887107
11044937	420659502001	1	35550	41.2528633	-78.7395867	150.655024
11044938	420659502001	1	794300	41.2483162	-78.7610208	139.004622
11044939	420659502001	1	18500	41.2474794	-78.7645448	158.565678
11044940	420659502001	1	32900	41.2464825	-78.7481783	166.483682
11044941	420659502001	1	220000	41.2479194	-78.7551158	161.576011
11044942	420659502001	1	26400	41.2197810	-78.7689042	157.306441
11044943	420659502001	1	44000	41.2192644	-78.7725851	151.199610
11044944	420659502001	1	20000	41.2471310	-78.7510130	127.379007
11044945	420659502001	1	40000	41.2198236	-78.7778000	159.974006
11044946	420659502001	1	33000	41.2474570	-78.7445472	143.846266
11044947	420659502001	1	1200	41.2482460	-78.7567208	139.278540
11044948	420659502001	1	57500	41.2413573	-78.7389773	155.307637
11044949	420659502001	1	66000	41.2244334	-78.7792539	141.248119
11044950	420659502001	1	54300	41.2378133	-78.7850207	135.184964
11044951	420659502001	1	6400	41.2335175	-78.7785577	134.493619
11044952	420659502001	1	53510	41.2685913	-78.7661560	142.107078
11044953	420659502001	1	2500	41.2204385	-78.7658861	141.842680
11044954	420659502001	1	54000	41.2487157	-78.7616117	141.006754
11044955	420659502001	1	8400	41.2468499	-78.7608915	136.510641
11044956	420659502001	1	37200	41.2471054	-78.7679334	136.305328
11044957	420659502001	1	24700	41.2470910	-78.7494939	138.571887
11044958	420659502001	1	71500	41.2298792	-78.7824514	144.897394
11044959	420659502001	1	114500	41.2388260	-78.7859662	141.609595
11044960	420659502001	1	55500	41.2203100	-78.7688887	141.451132
11044961	420659502001	1	78000	41.2218974	-78.7785589	141.604327
11044962	420659502001	1	39000	41.2495719	-78.7418332	144.930168
11044963	420659502001	1	34820	41.2235667	-78.7778421	139.069039
11044964	420659502001	1	80000	41.2198505	-78.7713824	142.389077
11044965	420659502001	1	99100	41.2455081	-78.7613513	143.644866
11044966	420659502001	1	69170	41.2259234	-78.8184539	144.096518
11044967	420659502001	1	106600	41.2282697	-78.7815152	140.996032
11044968	420659502001	1	1500	41.2471102	-78.7663087	139.747101
11044969	420659502001	1	32880	41.2562280	-78.7654188	144.251438
11044970	420659502001	1	8500	41.2570350	-78.7653445	139.727431
11044971	420659502001	1	25000	41.2199218	-78.7757593	135.240833
11044972	420659502001	1	36000	41.2193493	-78.7529146	150.527232
11044973	420659502001	1	44400	41.2238038	-78.7780132	130.120978
11044974	420659502001	1	54600	41.2200630	-78.7750765	143.219829
11044975	420659502001	1	27600	41.2198980	-78.7678843	132.599174
11044976	420659502001	1	176000	41.2467287	-78.7443154	118.996696
11044977	420659502001	1	6400	41.2476857	-78.7620920	125.354033
11044978	420659502001	1	70000	41.2501805	-78.7400283	126.442726
11044979	420659502001	1	71000	41.2209784	-78.7456974	123.850709
11044980	420659502001	1	95000	41.2317800	-78.7816029	124.384136
11044981	420659502001	1	80000	41.2335268	-78.7820333	127.191660
11044982	420659502001	1	104250	41.2303410	-78.7812618	124.524249
11044983	420659502001	1	40800	41.2192041	-78.7545453	148.347489
11044984	420659502001	1	25600	41.2273645	-78.7799437	143.435234
11044985	420659502001	1	106000	41.2195009	-78.7515488	133.819057
11044986	420659502001	1	43800	41.2465513	-78.7447376	129.840627
11044987	420659502001	1	195000	41.2195420	-78.7706274	129.258311
11044988	420659502001	9	20600	41.2211278	-78.7774559	130.679052
11044989	420659502001	1	63700	41.2185411	-78.7539321	131.437214
11044990	420659502001	1	28000	41.2256362	-78.7786522	153.595668
11044991	420659502001	1	85000	41.2211787	-78.7753662	125.126156
11044992	420659502001	1	34400	41.2473238	-78.7457041	130.218088
11044993	420659502001	1	58100	41.2199804	-78.7530310	134.934321
11044994	420659502001	1	37500	41.2307947	-78.7819409	132.386637
11044995	420659502001	1	64500	41.2675737	-78.7662595	133.776590
11044996	420659502001	1	220000	41.2677700	-78.7665174	128.495071
11044997	420659502001	1	105300	41.2381526	-78.7389425	128.776678
11044998	420659502001	1	55000	41.2235719	-78.7398691	124.851904
11044999	420659502001	1	63000	41.2374719	-78.7834424	128.527667
11045000	420659502001	1	100000	41.2210246	-78.7423764	131.640816
11045001	420659502001	1	27700	41.2540259	-78.7671692	132.730165
11045002	420659502001	1	75000	41.2484574	-78.7674530	133.302157
11045003	420659502001	1	58000	41.2460828	-78.7695194	132.218095
11045004	420659502001	1	56900	41.2505481	-78.7684356	126.714381
11045005	420659502001	9	6100	41.2524087	-78.7675096	123.574477
11045006	420659502001	1	61900	41.2530526	-78.7672520	121.953087
11045007	420659502001	1	17100	41.2294811	-78.7813515	141.748822
11045008	420659502001	1	17500	41.2522771	-78.7680237	124.692665
11045009	420659502001	1	13100	41.2511696	-78.7680032	123.301965
11045010	420659502001	1	107100	41.2504032	-78.7419224	153.627010
11045011	420659502001	1	94000	41.2327373	-78.7747107	124.733880
11045012	420659502001	1	17700	41.2203409	-78.7542990	126.401015
11045013	420659502001	1	59030	41.2547539	-78.7677660	128.252620
11045014	420659502001	1	86200	41.2477239	-78.7553826	122.231569
11045015	420659502001	1	40200	41.2399862	-78.7877650	151.316176
11045016	420659502001	1	25200	41.2256330	-78.8195394	142.105569
11045017	420659502001	9	10800	41.2391835	-78.7887033	127.045219
11045018	420659502001	8	3800	41.2379290	-78.7867485	151.277706
11045019	420659502001	1	53500	41.2331204	-78.7797704	151.966318
11045020	420659502001	1	80800	41.2460022	-78.7404904	128.645674
11045021	420659502001	1	50000	41.2327194	-78.7791919	122.150159
11045022	420659502001	1	79100	41.2318581	-78.7762678	132.826616
11045023	420659502001	1	167500	41.2333239	-78.7765148	122.432824
11045024	420659502001	1	14100	41.2323734	-78.7781721	123.084055
11045025	420659502001	1	34000	41.2248089	-78.8185378	154.538200
11045026	420659502001	1	61000	41.2468090	-78.7471764	122.204829
11045027	420659502001	1	20700	41.2458607	-78.7402414	124.949980
11045028	420659502001	1	60100	41.2393386	-78.7615179	122.638893
11045029	420659502001	1	73600	41.2428532	-78.7485185	154.064563
11045030	420659502001	1	48800	41.2463554	-78.7696427	140.904125
11045031	420659502001	1	10800	41.2467940	-78.7650519	126.801875
11045032	420659502001	1	30000	41.2385970	-78.7877358	144.538883
11045033	420659502001	1	19000	41.2452623	-78.7709248	138.568836
11045034	420659502001	1	39000	41.2330904	-78.7756246	142.568624
11045035	420659502001	1	8300	41.2725331	-78.7639077	140.104628
11045036	420659502001	1	82300	41.2392374	-78.7875353	137.217801
11045037	420659502001	1	101900	41.2460828	-78.7530720	133.388360
11045038	420659502001	1	84800	41.2389303	-78.7836191	137.469136
11045039	420659502001	1	22410	41.2396099	-78.7865970	141.409590
11045040	420659502001	1	60200	41.2467310	-78.7540092	129.635813
11045041	420659502001	1	133600	41.2517468	-78.7409632	138.173320
11045042	420659502001	1	53200	41.2208505	-78.7526108	140.650803
11045043	420659502001	1	36680	41.2210760	-78.7675077	140.530742
11045044	420659502001	1	26200	41.2240823	-78.8197574	144.140377
11045045	420659502001	1	133000	41.2460954	-78.7705120	141.626380
11045046	420659502001	1	50000	41.2205976	-78.7484386	136.588774
11045047	420659502001	1	106000	41.2213724	-78.7665336	139.476174
11045048	420659502001	1	15600	41.2332340	-78.7841975	135.154237
11045049	420659502001	1	68500	41.2325385	-78.7725214	137.743983
11045050	420659502001	1	40520	41.2410834	-78.7911891	141.064129
11045051	420659502001	1	106500	41.2331440	-78.7780644	138.504925
11045052	420659502001	1	51000	41.2213169	-78.7467364	138.618566
11045053	420659502001	1	30000	41.2321889	-78.7672673	139.281590
11045054	420659502001	1	155000	41.2411844	-78.7908917	144.617147
11045055	420659502001	1	181200	41.2386392	-78.7663757	144.938195
11045056	420659502001	1	79700	41.2409708	-78.7945285	134.501425
11045057	420659502001	1	74200	41.2468675	-78.7620321	138.862381
11045058	420659502001	1	61500	41.2438208	-78.7461820	129.942371
11045059	420659502001	1	13000	41.2448607	-78.7481420	144.041671
11045060	420659502001	1	10900	41.2202925	-78.7508762	147.981924
11045061	420659502001	1	15900	41.2393546	-78.7644120	121.604524
11045062	420659502001	1	206800	41.2201753	-78.7510348	141.593375
11045063	420659502001	1	79000	41.2450420	-78.7489902	142.177164
11045064	420659502001	1	39000	41.2438149	-78.7561266	124.613843
11045065	420659502001	1	40200	41.2453395	-78.7544747	149.448220
11045066	420659502001	1	55550	41.2436061	-78.7465925	134.725634
11045067	420659502001	1	131000	41.2429699	-78.7547850	129.729213
11045068	420659502001	1	11900	41.2429345	-78.7569776	123.433235
11045069	420659502001	1	40200	41.2419834	-78.7488829	125.239444
11045070	420659502001	1	67300	41.2431336	-78.7534093	124.820836
11045071	420659502001	1	38100	41.2426472	-78.7509589	126.505237
11045072	420659502001	1	120000	41.2420657	-78.7519829	122.249931
11045073	420659502001	1	31800	41.2207295	-78.7472449	141.671673
11045074	420659502001	1	52000	41.2444597	-78.7415269	123.386593
11045075	420659502001	1	57300	41.2412921	-78.7524377	124.984155
11045076	420659502001	1	11400	41.2434727	-78.7542982	148.556189
11045077	420659502001	1	77000	41.2442211	-78.7572299	135.009648
11045078	420659502001	1	40800	41.2460767	-78.7485953	123.460996
11045079	420659502001	1	58900	41.2438556	-78.7575375	135.899825
11045080	420659502001	1	50000	41.2452393	-78.7474271	121.309876
11045081	420659502001	1	57500	41.2353146	-78.7797917	135.932576
11045082	420659502001	1	58700	41.2435947	-78.7399718	133.741251
11045083	420659502001	1	31800	41.2241200	-78.8194683	131.020687
11045084	420659502001	1	62350	41.2449242	-78.7390739	132.826851
11045085	420659502001	1	131000	41.2446976	-78.7471477	133.163404
11045086	420659502001	1	80300	41.2439140	-78.7412998	146.838349
11045087	420659502001	1	78000	41.2250496	-78.7406290	157.829209
11045088	420659502001	1	54000	41.2382400	-78.7714413	126.501756
11045089	420659502001	1	50000	41.2515586	-78.7437289	130.371553
11045090	420659502001	1	1200	41.2415177	-78.7601807	144.440376
11045091	420659502001	1	15500	41.2211617	-78.7436984	145.805554
11045092	420659502001	3	10800	41.2433782	-78.7582296	150.518466
11045093	420659502001	1	45100	41.2445137	-78.7543239	126.861606
11045094	420659502001	1	78000	41.2450975	-78.7459087	146.171604
11045095	420659502001	1	54000	41.2431382	-78.7532468	156.599852
11045096	420659502001	1	85620	41.2453562	-78.7545583	128.967757
11045097	420659502001	1	56400	41.2325311	-78.7691412	128.851281
11045098	420659502001	1	45700	41.2326590	-78.7712648	144.806207
11045099	420659502001	1	15200	41.2348513	-78.7841208	149.990931
11045100	420659502001	1	48800	41.2313484	-78.7397920	126.974348
11045101	420659502001	1	75000	41.2390968	-78.7652526	153.451807
11045102	420659502001	1	25100	41.2200484	-78.7486967	148.030952
11045103	420659502001	1	12100	41.2401089	-78.7653979	159.192002
11045104	420659502001	1	44100	41.2504824	-78.7451390	132.632449
11045105	420659502001	1	49200	41.2416131	-78.7538026	134.266595
11045106	420659502001	1	62800	41.2442829	-78.7413008	135.473896
11045107	420659502001	1	51000	41.2461271	-78.7517788	147.985881
11045108	420659502001	1	0	41.2453893	-78.7465291	130.005098
11045109	420659502001	1	17500	41.2429643	-78.7503980	120.815979
11045110	420659502001	1	34200	41.2372076	-78.7828305	132.991253
11045111	420659502001	1	102300	41.2447616	-78.7579768	126.058336
11045112	420659502001	1	30700	41.2495553	-78.7464649	141.699084
11045113	420659502001	1	151400	41.2486498	-78.7457527	125.913371
11045114	420659502001	1	30700	41.2480365	-78.7475701	136.784237
11045115	420659502001	1	60330	41.2480545	-78.7489675	136.745030
11045116	420659502001	1	35900	41.2493933	-78.7450097	133.072405
11045117	420659502001	1	8900	41.2486002	-78.7465073	140.140365
11045118	420659502001	1	25700	41.2492264	-78.7475196	146.297015
11045119	420659502001	1	8970	41.2374265	-78.7748847	136.018067
11045120	420659502001	1	33740	41.2385927	-78.7606282	152.639153
11045121	420659502001	1	91900	41.2471523	-78.7487470	131.406496
11045122	420659502001	8	25800	41.2361244	-78.7808831	143.584825
11045123	420659502001	1	38000	41.2463323	-78.7459977	145.121330
11045124	420659502001	1	93000	41.2474566	-78.7469897	143.018844
11045125	420659502001	1	101500	41.2440184	-78.7393043	146.896250
11045126	420659502001	1	80487	41.2385155	-78.7614552	141.270974
11045127	420659502001	1	22900	41.2365766	-78.7818208	142.242680
11045128	420659502001	1	30260	41.2322164	-78.7705378	137.219393
11045129	420659502001	1	12000	41.2480084	-78.7494297	142.407399
11045130	420659502001	1	62000	41.2287198	-78.7270476	142.488155
11045131	420659502001	1	15900	41.2503034	-78.7397580	130.293749
