RT,HH_ID,DIVISION,PUMA,REGION,ST,ADJHSG,ADJINC,WGTP,NP,TYPEHUGQ,ACCESSINET,ACR,AGS,BATH,BDSP,BLD,BROADBND,COMPOTHX,CONP,DIALUP,ELEFP,ELEP,FS,FULFP,FULP,GASFP,GASP,HFL,HISPEED,HOTWAT,INSP,LAPTOP,MHP,MRGI,MRGP,MRGT,MRGX,OTHSVCEX,REFR,RMSP,RNTM,RNTP,RWAT,RWATPR,SATELLITE,SINK,SMARTPHONE,SMP,STOV,TABLET,TEL,TEN,VACS,VALP,VEH,WATFP,WATP,YRBLT,CPLT,FINCP,FPARC,GRNTP,GRPIP,HHL,HHLANP,HHLDRAGEP,HHLDRHISP,HHLDRRAC1P,HHT,HHT2,HINCP,HUGCL,HUPAC,HUPAOC,HUPARC,KIT,LNGI,MULTG,MV,NOC,NPF,NPP,NR,NRC,OCPIP,PARTNER,PLM,PLMPRP,PSF,R18,R60,R65,RESMODE,SMOCP,SMX,SRNT,SVAL,TAXAMT,WIF,WKEXREL,WORKSTAT,FACCESSP,FACRP,FAGSP,FBATHP,FBDSP,FBLDP,FBROADBNDP,FCOMPOTHXP,FCONP,FDIALUPP,FELEP,FFINCP,FFSP,FFULP,FGASP,FGRNTP,FHFLP,FHINCP,FHISPEEDP,FHOTWATP,FINSP,FKITP,FLAPTOPP,FMHP,FMRGIP,FMRGP,FMRGTP,FMRGXP,FMVP,FOTHSVCEXP,FPLMP,FPLMPRP,FREFRP,FRMSP,FRNTMP,FRNTP,FRWATP,FRWATPRP,FSATELLITEP,FSINKP,FSMARTPHONP,FSMOCP,FSMP,FSMXHP,FSMXSP,FSTOVP,FTABLETP,FTAXP,FTELP,FTENP,FVACSP,FVALP,FVEHP,FWATP,FYRBLTP,WGTP1,WGTP2,WGTP3,WGTP4,WGTP5,WGTP6,WGTP7,WGTP8,WGTP9,WGTP10,WGTP11,WGTP12,WGTP13,WGTP14,WGTP15,WGTP16,WGTP17,WGTP18,WGTP19,WGTP20,WGTP21,WGTP22,WGTP23,WGTP24,WGTP25,WGTP26,WGTP27,WGTP28,WGTP29,WGTP30,WGTP31,WGTP32,WGTP33,WGTP34,WGTP35,WGTP36,WGTP37,WGTP38,WGTP39,WGTP40,WGTP41,WGTP42,WGTP43,WGTP44,WGTP45,WGTP46,WGTP47,WGTP48,WGTP49,WGTP50,WGTP51,WGTP52,WGTP53,WGTP54,WGTP55,WGTP56,WGTP57,WGTP58,WGTP59,WGTP60,WGTP61,WGTP62,WGTP63,WGTP64,WGTP65,WGTP66,WGTP67,WGTP68,WGTP69,WGTP70,WGTP71,WGTP72,WGTP73,WGTP74,WGTP75,WGTP76,WGTP77,WGTP78,WGTP79,WGTP80,GEO_CODE
H,4257,5,102,3,10,1059761,1070512,14,3,1,1.0,1.0,,1.0,4.0,2.0,1.0,2.0,0.0,2.0,3.0,250.0,2.0,3.0,1500.0,3.0,,4.0,1.0,9.0,1200.0,1.0,,1.0,2100.0,1.0,1.0,2.0,1.0,8.0,,,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,380000.0,1.0,3.0,50.0,1970.0,,100000.0,2.0,,,1.0,9500.0,41.0,1.0,1.0,3.0,6.0,100000.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,0.0,0.0,2.0,30.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,2479.0,3.0,0.0,1.0,2150.0,1.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,24,4,12,4,14,12,3,13,4,23,22,14,13,13,5,14,23,16,15,5,4,19,15,21,14,15,21,15,21,4,4,13,12,14,24,13,4,12,14,4,4,23,15,21,14,13,25,15,25,4,4,13,13,13,25,13,4,11,13,26,26,4,12,4,14,13,5,12,4,21,19,14,15,13,4,14,25,14,14,10001040201
H,4258,5,300,3,10,1046695,1053131,4,3,1,1.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,0.0,2.0,3.0,270.0,1.0,2.0,,3.0,,3.0,2.0,9.0,1100.0,1.0,,1.0,1000.0,1.0,1.0,2.0,1.0,7.0,,,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,190000.0,4.0,2.0,,1990.0,3.0,,,,,1.0,9500.0,51.0,1.0,1.0,5.0,4.0,43000.0,0.0,2.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,,0.0,1.0,0.0,35.0,2.0,1.0,9.0,0.0,1.0,0.0,0.0,3.0,1270.0,3.0,0.0,1.0,1350.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,9,5,9,9,1,1,5,5,5,6,8,1,4,6,5,7,2,2,5,4,8,4,8,8,1,1,5,6,6,4,8,2,5,5,5,7,2,2,5,5,7,4,7,8,2,1,5,5,5,5,8,1,5,5,4,9,1,2,5,4,9,4,11,8,2,2,4,5,5,6,8,2,5,4,5,7,1,1,10001040201
H,4259,5,300,3,10,1105263,1117630,2,6,1,1.0,1.0,,2.0,5.0,2.0,1.0,2.0,0.0,2.0,3.0,300.0,2.0,2.0,,4.0,20.0,3.0,1.0,9.0,600.0,2.0,,1.0,1400.0,1.0,1.0,2.0,2.0,11.0,,,2.0,9.0,2.0,2.0,2.0,,2.0,2.0,2.0,1.0,,500000.0,3.0,3.0,70.0,2000.0,,126000.0,2.0,,,1.0,9500.0,72.0,1.0,1.0,2.0,11.0,126000.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,0.0,6.0,0.0,0.0,3.0,16.0,0.0,2.0,9.0,1.0,1.0,1.0,1.0,3.0,1726.0,3.0,0.0,1.0,2050.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,1,4,3,3,1,1,0,2,2,5,1,3,5,2,2,3,3,1,3,3,2,3,4,1,3,2,2,5,1,3,3,5,3,5,5,0,1,3,0,1,4,1,3,3,4,4,4,3,2,1,5,2,1,3,3,3,3,5,3,3,2,3,1,4,3,3,3,1,5,3,2,0,3,1,0,5,4,2,10001040201
H,4260,5,101,3,10,1078962,1093093,0,1,2,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10001040201
H,4261,5,300,3,10,1000000,1029928,2,1,1,3.0,1.0,,1.0,1.0,2.0,,2.0,,,3.0,150.0,2.0,2.0,,4.0,150.0,2.0,,9.0,,2.0,,,,,,,1.0,3.0,2.0,630.0,1.0,9.0,,1.0,1.0,,1.0,1.0,1.0,3.0,,,2.0,1.0,,1950.0,,,,930.0,26.0,1.0,9500.0,67.0,1.0,1.0,6.0,5.0,42200.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,,0.0,0.0,0.0,,0.0,1.0,9.0,0.0,0.0,1.0,1.0,1.0,,,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,2,3,3,1,1,3,1,4,1,5,2,3,4,2,3,2,2,2,4,3,1,4,4,2,3,1,2,2,2,3,1,2,2,4,4,0,1,3,5,2,1,5,4,2,2,1,3,3,2,2,1,3,2,4,5,1,0,1,2,4,2,3,3,1,1,3,0,4,0,4,3,4,4,2,2,3,2,0,10001040201
H,4262,5,300,3,10,1059761,1070512,0,1,3,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10001040201
H,4263,5,103,3,10,1059761,1070512,0,1,2,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10001040201
H,4264,5,102,3,10,1105263,1117630,24,2,1,1.0,1.0,,1.0,2.0,3.0,1.0,2.0,400.0,2.0,3.0,300.0,2.0,2.0,,2.0,,1.0,1.0,9.0,200.0,1.0,,2.0,1300.0,2.0,1.0,2.0,1.0,5.0,,,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,225000.0,2.0,1.0,,1990.0,1.0,971000.0,4.0,,,1.0,9500.0,60.0,1.0,1.0,1.0,2.0,971000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,3.0,2146.0,3.0,0.0,1.0,1550.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,26,43,42,6,8,41,26,7,42,45,25,24,7,24,26,25,24,6,25,22,24,40,44,7,7,42,26,8,42,38,24,26,8,25,25,24,25,7,24,25,27,8,8,40,39,8,23,40,8,7,24,24,41,22,24,26,24,43,26,22,25,7,7,42,39,7,23,43,8,7,29,26,44,25,23,24,25,43,25,10001040201
H,4265,5,101,3,10,1046695,1053131,4,2,1,1.0,,,1.0,2.0,4.0,1.0,2.0,0.0,2.0,3.0,180.0,2.0,2.0,,4.0,150.0,1.0,1.0,9.0,600.0,1.0,,1.0,1000.0,1.0,1.0,2.0,1.0,5.0,,,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,125000.0,1.0,3.0,1200.0,1939.0,,59500.0,2.0,,,1.0,9500.0,52.0,1.0,1.0,3.0,6.0,59500.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,0.0,0.0,1.0,29.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,3.0,1430.0,3.0,0.0,0.0,2750.0,1.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,2,1,4,3,6,7,1,3,4,4,1,2,4,5,6,5,3,3,4,4,3,4,7,5,4,3,3,6,1,5,4,1,1,1,4,5,1,7,1,6,2,2,3,4,8,7,1,4,3,4,1,3,4,3,4,4,4,3,4,3,3,4,6,6,3,3,4,5,2,6,4,1,1,1,4,6,1,6,10001040201
H,4266,5,200,3,10,1046695,1053131,83,1,1,1.0,1.0,,1.0,2.0,1.0,1.0,2.0,0.0,2.0,3.0,100.0,1.0,2.0,,3.0,,3.0,1.0,9.0,0.0,1.0,6000.0,,,,3.0,2.0,1.0,5.0,,,1.0,9.0,2.0,1.0,1.0,,1.0,2.0,1.0,2.0,,180000.0,1.0,1.0,,1980.0,,,,,,1.0,9500.0,30.0,1.0,2.0,4.0,9.0,500.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,0.0,,0.0,0.0,0.0,101.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,3.0,602.0,,0.0,0.0,25.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,114,98,129,201,92,71,137,173,79,90,138,135,134,76,122,74,145,103,23,80,76,68,24,32,115,65,31,118,60,28,35,27,27,61,31,88,25,96,26,63,104,65,36,40,70,74,39,89,57,30,23,20,35,60,31,106,26,110,118,80,115,96,120,191,80,63,194,102,71,148,129,111,139,73,111,109,110,163,135,10001040201
H,4267,5,103,3,10,1078962,1093093,28,1,1,1.0,,,1.0,2.0,9.0,1.0,2.0,,2.0,3.0,70.0,2.0,2.0,,3.0,,3.0,1.0,9.0,,1.0,,,,,,2.0,1.0,3.0,2.0,1200.0,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,3.0,,,1.0,2.0,,1950.0,,,,1270.0,101.0,1.0,9500.0,64.0,1.0,2.0,6.0,5.0,3900.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,0.0,,0.0,0.0,0.0,,0.0,1.0,9.0,0.0,0.0,1.0,0.0,3.0,,,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,25,29,27,45,31,8,29,46,40,31,28,41,7,32,11,7,27,9,30,48,26,28,29,53,39,7,26,60,59,28,27,54,8,28,8,9,27,9,30,45,34,28,27,47,29,8,22,50,53,30,26,51,9,25,8,8,26,8,27,49,28,31,30,50,35,8,28,45,47,29,25,47,9,28,9,8,28,8,27,10001040201
H,4268,5,103,3,10,1078962,1093093,17,4,1,1.0,1.0,,1.0,4.0,2.0,1.0,2.0,0.0,2.0,3.0,280.0,2.0,3.0,130.0,3.0,,4.0,1.0,9.0,190.0,1.0,,2.0,2000.0,2.0,1.0,2.0,1.0,11.0,,,1.0,9.0,2.0,1.0,1.0,650.0,1.0,2.0,1.0,1.0,,275000.0,4.0,2.0,,1970.0,1.0,150700.0,4.0,,,1.0,9500.0,58.0,1.0,2.0,1.0,2.0,150700.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,0.0,0.0,25.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,3.0,3178.0,2.0,0.0,1.0,2650.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,26,17,17,17,5,5,18,5,25,5,27,15,29,33,21,14,16,19,18,34,16,4,31,32,25,17,4,21,18,16,17,5,16,17,30,29,5,5,17,5,19,23,5,4,16,18,27,19,19,18,16,28,20,15,6,5,27,33,29,16,5,19,20,16,39,28,18,31,5,30,5,15,5,5,17,15,18,17,4,10001040201
H,4269,5,104,3,10,1046695,1053131,69,2,1,1.0,,,1.0,2.0,8.0,1.0,2.0,,2.0,3.0,130.0,2.0,2.0,,4.0,10.0,1.0,1.0,9.0,,1.0,,,,,,2.0,1.0,6.0,2.0,1400.0,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,3.0,,,2.0,1.0,,2010.0,3.0,,,1540.0,17.0,1.0,9500.0,27.0,1.0,1.0,5.0,4.0,112000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,0.0,,0.0,1.0,0.0,,2.0,1.0,9.0,0.0,0.0,0.0,0.0,3.0,,,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,22,106,78,77,37,108,83,85,76,62,62,105,87,78,83,129,21,18,111,95,122,23,58,77,94,22,75,57,31,69,45,26,84,56,64,27,115,123,75,19,24,91,92,64,24,131,72,103,120,77,65,122,79,73,75,81,20,24,107,98,110,19,75,82,104,26,66,95,21,72,64,24,44,66,95,26,98,96,73,10001040201
H,4270,5,103,3,10,1046695,1053131,50,2,1,1.0,1.0,,1.0,4.0,2.0,1.0,2.0,0.0,2.0,3.0,240.0,2.0,2.0,,2.0,,1.0,1.0,9.0,880.0,1.0,,1.0,730.0,1.0,1.0,2.0,1.0,6.0,,,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,75000.0,1.0,3.0,770.0,2010.0,1.0,13500.0,4.0,,,1.0,9500.0,76.0,1.0,1.0,1.0,2.0,13500.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,92.0,0.0,1.0,9.0,0.0,0.0,2.0,2.0,3.0,1034.0,3.0,0.0,1.0,1650.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,69,26,47,59,84,77,90,39,52,15,65,57,19,54,47,62,42,12,68,48,67,44,22,84,65,42,58,15,65,53,45,20,45,15,24,73,88,50,61,64,14,111,56,44,20,18,13,53,53,92,14,56,63,40,64,70,51,61,14,59,56,66,78,16,53,46,71,54,12,49,56,83,42,103,77,15,22,48,45,10001040201
H,4271,5,101,3,10,1046695,1053131,17,2,1,1.0,1.0,,1.0,2.0,2.0,1.0,2.0,0.0,2.0,3.0,60.0,2.0,3.0,600.0,3.0,,4.0,1.0,9.0,500.0,1.0,,2.0,650.0,1.0,1.0,2.0,1.0,5.0,,,1.0,9.0,2.0,1.0,1.0,,1.0,2.0,1.0,1.0,,165000.0,2.0,3.0,30.0,1980.0,,102200.0,4.0,,,1.0,9500.0,30.0,1.0,1.0,2.0,11.0,102200.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,3.0,804.0,3.0,0.0,1.0,2050.0,2.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,23,13,5,14,27,14,23,26,6,19,5,16,17,7,17,7,31,24,19,14,18,17,6,16,24,16,38,26,5,15,6,18,21,8,16,7,27,22,20,18,14,15,7,19,32,13,26,21,9,17,7,19,13,5,15,6,27,26,13,14,21,23,7,21,28,20,28,22,7,17,6,16,16,5,16,4,26,30,19,10001040201
H,4272,5,104,3,10,1105263,1117630,38,5,1,1.0,,,1.0,2.0,5.0,1.0,2.0,,2.0,3.0,80.0,2.0,2.0,,3.0,,3.0,1.0,9.0,,2.0,,,,,,2.0,1.0,4.0,2.0,900.0,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,3.0,,,2.0,1.0,,1970.0,3.0,25000.0,3.0,980.0,17.0,1.0,9500.0,26.0,1.0,1.0,2.0,3.0,70000.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,0.0,1.0,3.0,,2.0,1.0,9.0,0.0,1.0,0.0,0.0,2.0,,,1.0,0.0,,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,39,38,33,73,71,38,59,11,57,11,37,12,10,41,41,42,40,38,41,33,56,12,10,41,37,60,42,39,45,43,66,37,37,13,11,60,73,10,69,11,36,42,50,73,64,38,65,10,58,10,34,13,13,35,37,36,37,34,40,35,73,11,10,37,37,54,42,43,43,45,56,33,38,12,12,59,53,11,59,10001040201
H,4273,5,101,3,10,1105263,1117630,10,3,1,1.0,1.0,,1.0,4.0,2.0,1.0,1.0,0.0,2.0,3.0,190.0,1.0,2.0,,4.0,30.0,1.0,1.0,9.0,400.0,1.0,,1.0,450.0,1.0,1.0,2.0,1.0,11.0,,,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,24000.0,2.0,3.0,640.0,1950.0,1.0,9390.0,2.0,,,2.0,1200.0,46.0,3.0,9.0,1.0,1.0,9390.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,92.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,3.0,723.0,3.0,0.0,1.0,1050.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,14,3,3,16,9,4,23,18,11,11,4,10,11,12,13,3,9,11,11,3,3,19,12,3,12,18,3,3,15,11,21,20,12,15,13,18,16,10,12,3,4,17,16,3,17,22,3,3,11,12,17,10,13,12,14,17,13,12,8,15,15,4,4,17,13,4,19,14,12,9,4,11,12,11,13,3,11,12,13,10001040201
H,4274,5,103,3,10,1105263,1117630,25,1,1,1.0,,,1.0,1.0,7.0,1.0,1.0,,2.0,3.0,170.0,2.0,2.0,,3.0,,3.0,1.0,9.0,,1.0,,,,,,2.0,1.0,4.0,2.0,1200.0,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,3.0,,,0.0,1.0,,1980.0,,,,1370.0,41.0,1.0,9500.0,28.0,1.0,1.0,6.0,5.0,40000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,,0.0,1.0,9.0,0.0,0.0,0.0,0.0,3.0,,,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,23,27,8,8,7,9,26,7,27,6,29,23,22,29,8,8,22,25,27,25,39,49,35,26,20,25,38,23,41,27,42,39,40,45,23,22,45,45,42,40,23,24,40,40,44,40,27,43,25,43,28,26,26,24,40,43,24,27,23,26,7,7,24,26,23,24,8,22,7,25,7,9,7,7,28,26,7,7,6,10001040201
H,4275,5,102,3,10,1078962,1093093,0,1,2,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10001040201
